RECORD_ID,RECORD_TYPE,RECORD_STATUS,CLASS,BLOCK,LOT,MAPBLOCKLOT,PARENT_ID,CHILD_ID,OPEN_DATE,CLOSE_DATE,PROJECT_NAME,PROJECT_ADDRESS,SUPERVISOR_DISTRICT,RELATED_BUILDING_PERMIT,NUMBER_OF_UNITS,NUMBER_OF_MARKET_RATE_UNITS,NUMBER_OF_AFFORDABLE_UNITS,NUMBER_OF_UNITS_EXIST,NUMBER_MARKET_RATE_UNITS_EXIST,NUMBER_AFFORDABLE_UNITS_EXIST,NUMBER_OF_UNITS_PROP,NUMBER_MARKET_RATE_UNITS_PROP,NUMBER_AFFORDABLE_UNITS_PROPOSED,DATE_APPLICATION_SUBMITTED,DATE_ENTITLEMENTS_APPROVED,DATE_PPA_SUBMITTED,DATE_APPLICATION_ACCEPTED,DATE_OF_FINAL_HEARING,DEVELOPER_NAME,DEVELOPER_ORG,ASSIGNED_TO_PLANNER,PLANNER_FIRST_NAME,PLANNER_LAST_NAME,PLANNER_EMAIL,PLANNER_PHONE,DESCRIPTION,DATE_PPA_LETTER_ISSUED,DATE_NIA_ISSUED,DATE_PLAN_CHECK_LETTER_ISSUED,DATE_PROJECT_DESC_STABLE,DATE_OF_FIRST_HEARING,CHANGE_OF_USE,ADDITIONS,NEW_CONSTRUCTION,LEG_ZONE_CHANGE,DEMOLITION,LOT_LINE_ADJUST,FACADE_ALT,ROW_IMPROVE,OTHER_PRJ_DESC,FORMULA_RETAIL,CANNABIS,MEDICAL_CANNABIS_DISPENSARY,MASSAGE,TOBACCO,FINANCIAL,OTHER_NON_RES,OTHER_NON_RES_DESC,SPECIAL_NEEDS,SENIOR,AFFORDABLE_UNITS,STUDENT,INCLUSIONARY,ADU,LEGALIZATION,CHANGE_OF_DWELLING_UNITS,SB35,AB2162,HOUSING_SUSTAINABILITY_DIST,RENTAL_UNITS,OWNERSHIP_UNITS,UNKOWN_UNITS,SB330,PRELIMINARY_HOUSING_APP_DATE,HOMESF,STATE_DENSITY_BONUS_ANALYZED,STATE_DENSITY_BONUS_INDIVIDUAL,BASE_DENSITY,BONUS_DENSITY,INCLUSIONARY_PERCENT,REAR_YARD,EXPOSURE,OFF_STREET_LOADING,PARKING,OPEN_SPACE,HEIGHT_LIMIT,OTHER_MODIFICATION,OTHER_MODIFICATION_DESC,AHBP_100_PERCENT_AFFORDABLE,ENVIRONMENTAL_REVIEW_TYPE,RESIDENTIAL_EXIST,PARKING_SPACES_EXIST,CAR_SHARE_SPACES_EXIST,PARKING_GSF_EXIST,RETAIL_COMMERCIAL_EXIST,OFFICE_EXIST,INDUSTRIAL_PDR_EXIST,MEDICAL_EXIST,VISITOR_EXIST,CIE_EXIST,RESIDENTIAL_PROP,PARKING_SPACES_PROP,CAR_SHARE_SPACES_PROP,PARKING_GSF_PROP,RETAIL_COMMERCIAL_PROP,OFFICE_PROP,INDUSTRIAL_PDR_PROP,MEDICAL_PROP,VISITOR_PROP,CIE_PROP,RESIDENTIAL_STUDIO_EXIST,RESIDENTIAL_1BR_EXIST,RESIDENTIAL_2BR_EXIST,RESIDENTIAL_3BR_EXIST,RESIDENTIAL_ADU_STUDIO_EXIST,RESIDENTIAL_ADU_1BR_EXIST,RESIDENTIAL_ADU_2BR_EXIST,RESIDENTIAL_ADU_3BR_EXIST,RESIDENTIAL_GH_ROOMS_EXIST,RESIDENTIAL_GH_BEDS_EXIST,RESIDENTIAL_SRO_EXIST,RESIDENTIAL_MICRO_EXIST,RESIDENTIAL_STUDIO_PROP,RESIDENTIAL_1BR_PROP,RESIDENTIAL_2BR_PROP,RESIDENTIAL_3BR_PROP,RESIDENTIAL_ADU_STUDIO_PROP,RESIDENTIAL_ADU_1BR_PROP,RESIDENTIAL_ADU_2BR_PROP,RESIDENTIAL_ADU_3BR_PROP,RESIDENTIAL_GH_ROOMS_PROP,RESIDENTIAL_GH_BEDS_PROP,RESIDENTIAL_SRO_PROP,Neighborhoods,RESIDENTIAL_MICRO_PROP,SF Find Neighborhoods,LATITUDE,Current Police Districts,Current Supervisor Districts,LONGITUDE,WKT_MULTIPOLYGON,Analysis Neighborhoods,point
2015-010665VAR,VAR,Closed - Approved,COMPLETE,0636,038,0636038,2015-010665PRJ,,2015-08-19 00:00:00,2015-12-09 00:00:00,2451 SACRAMENTO ST,2451 SACRAMENTO ST 94115,2,,0,0,0,0,0,0,0,0,0,,,,,,"Miller, Jocelyn",Paulett Taggart Architects,Kate Conner,Kate,Conner,kate.conner@sfgov.org,415-575-6914,To allow a variance from rear yard and open space requirements for the community room addition in the rear yard.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,102,37.789661,4,6,-122.4331945,"MULTIPOLYGON (((-122.43337446499999 37.789452449000009, -122.43328732999998 37.789463529999978, -122.43320019700002 37.789474611000003, -122.43311306200002 37.789485693000017, -122.43302592700002 37.789496773999986, -122.43293879399999 37.789507856, -122.43285351399999 37.789518699999974, -122.43292662599998 37.789880223000011, -122.43353667999997 37.789803254999981, -122.433489425 37.789579537999998, -122.433461599 37.789441366999995, -122.43337446499999 37.789452449000009)))",30,POINT (-122.43319449999998 37.789661)
2015-011205PRJ,PRJ,Closed,COMPLETE,3733,161,3733161,,2015-011205ENV,2015-08-31 00:00:00,2015-11-24 00:00:00,320 & 330 Clementina Street,320 CLEMENTINA ST 94103,6,201510301361,0,0,0,276,0,276,276,0,276,2015-08-31 00:00:00,,,2015-09-02 00:00:00,,"Duncan, Chris",Gelfand Patners Architects,Kate Conner,Kate,Conner,kate.conner@sfgov.org,415-575-6914,"The proposed project includes alterations to the two existing 13-story apartment towers. Alterations include new structural strengthening, including new spread footing and drilled pier foundations.  

New construction includes provision of new maintenance shed (416 sf) and new trash compactor enclosure (374 sf) along with associated concrete paving and shallow footings.",,,,,,,CHECKED,,,,,,,CHECKED,,,,,,,CHECKED,,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168506,,,,,,,,,,168506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,32,37.78217673,1,10,-122.40275757,"MULTIPOLYGON (((-122.40300143000002 37.782260561999976, -122.40290391600001 37.782182603000024, -122.40321526100001 37.781936600999984, -122.402827849 37.781626873999983, -122.40216104400002 37.782153730000005, -122.402355919 37.782309773000009, -122.40235053700002 37.782314025999995, -122.402281813 37.782368324999993, -122.40257412800003 37.782602388999976, -122.40269648700001 37.782505710999999, -122.40281372599998 37.78241307899998, -122.40282094000003 37.782407379000006, -122.40319665700002 37.782708221000007, -122.403380089 37.782563287000016, -122.40300143000002 37.782260561999976)))",34,POINT (-122.40275757 37.78217673)
2015-010665PRJ,PRJ,Closed,COMPLETE,0636,038,0636038,,2015-010665VAR,2015-08-19 00:00:00,2015-12-23 00:00:00,2451 SACRAMENTO ST,2451 SACRAMENTO ST 94115,2,201509025917,0,0,0,98,0,98,98,0,98,,2015-12-09 00:00:00,,2015-08-19 00:00:00,,"Miller, Jocelyn",Paulett Taggart Architects,Kate Conner,Kate,Conner,kate.conner@sfgov.org,415-575-6914,"The proposal includes a one-story rear horizontal addition at the ground floor of an existing 98-unit 100% affordable housing project, which encroaches into the required rear yard. The proposed 17'-0"" deep addition encroaches into the required rear yard. This project is part of the City�s RAD (Rental Assistance Demonstration) Program.",,,,,,,CHECKED,,,,,,,,,,,,,,,,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63203,4,,1974,,179,,,,,36203,3,,1974,,179,,,,,76,21,1,,,,,,,,,,76,21,1,,,,,,,,,102,,102,37.789661,4,6,-122.4331945,"MULTIPOLYGON (((-122.43337446499999 37.789452449000009, -122.43328732999998 37.789463529999978, -122.43320019700002 37.789474611000003, -122.43311306200002 37.789485693000017, -122.43302592700002 37.789496773999986, -122.43293879399999 37.789507856, -122.43285351399999 37.789518699999974, -122.43292662599998 37.789880223000011, -122.43353667999997 37.789803254999981, -122.433489425 37.789579537999998, -122.433461599 37.789441366999995, -122.43337446499999 37.789452449000009)))",30,POINT (-122.43319449999998 37.789661)
2015-011205ENV,ENV,Closed - CEQA Clearance Issued,COMPLETE,3733,161,3733161,2015-011205PRJ,,2015-08-31 00:00:00,2015-11-23 00:00:00,320 & 330 Clementina Street,320 CLEMENTINA ST 94103,6,,0,0,0,0,0,0,0,0,0,,,,,,"Duncan, Chris",Gelfand Patners Architects,Debra Dwyer,Debra,Dwyer,debra.dwyer@sfgov.org,415-575-9031,"The proposed project includes alterations to the two existing 13-story apartment towers. Alterations include new structural strengthening, including new spread footing and drilled pier foundations.  

New construction includes provision of new maintenance shed (416 sf) and new trash compactor enclosure (374 sf) along with associated concrete paving and shallow footings.",,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categorical Exemption-Stamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,32,37.78217673,1,10,-122.40275757,"MULTIPOLYGON (((-122.40300143000002 37.782260561999976, -122.40290391600001 37.782182603000024, -122.40321526100001 37.781936600999984, -122.402827849 37.781626873999983, -122.40216104400002 37.782153730000005, -122.402355919 37.782309773000009, -122.40235053700002 37.782314025999995, -122.402281813 37.782368324999993, -122.40257412800003 37.782602388999976, -122.40269648700001 37.782505710999999, -122.40281372599998 37.78241307899998, -122.40282094000003 37.782407379000006, -122.40319665700002 37.782708221000007, -122.403380089 37.782563287000016, -122.40300143000002 37.782260561999976)))",34,POINT (-122.40275757 37.78217673)
2015-014058CND,CND,Closed - Approved,COMPLETE,0546,001,0546001,2015-014058PRJ,,2018-11-08 00:00:00,2019-01-03 00:00:00,2465 VAN NESS AVE,2465 VAN NESS AVE 94123,2,,0,0,0,0,0,0,0,0,0,,,,,,"Drake, Jay F.","Reuben, Junius & Rose, LLP",Katherine Wilborn,Katherine,Wilborn,katherine.wilborn@sfgov.org,415-575-9114,E-Condo for 41 Residential and 2 Commercial Mixed Use Units New Condominium.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,15,37.79822405,4,6,-122.42430906,"MULTIPOLYGON (((-122.424101931 37.798059180999985, -122.42417733299999 37.798432031999994, -122.424516106 37.798388965000015, -122.42444089899999 37.798016091000022, -122.424101931 37.798059180999985)))",13,POINT (-122.42430906 37.79822405)
2015-014058PPA,PPA,Closed - Informational,COMPLETE,0546,001,0546001,2015-014058PRJ,,2015-10-20 00:00:00,2016-02-22 00:00:00,2465 VAN NESS AVE,2465 VAN NESS AVE 94123,2,,0,0,0,0,0,0,0,0,0,,,,,,"Braver, Jaqui","DM Development Partners, LLC",Mary Cheung-Woods,Mary,Cheung-Woods,mary.woods@sfgov.org,415-558-6315,"Construction of a new 7 story 41 unit multi-family residential structure over retail and parking garage for both vehicles and bikes.



The PPA was submitted on 10/09/15 and the 90 day deadline is 01/07/16.",,,,,,CHECKED,,CHECKED,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,60335,,,7719,2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,15,37.79822405,4,6,-122.42430906,"MULTIPOLYGON (((-122.424101931 37.798059180999985, -122.42417733299999 37.798432031999994, -122.424516106 37.798388965000015, -122.42444089899999 37.798016091000022, -122.424101931 37.798059180999985)))",13,POINT (-122.42430906 37.79822405)
2003.1310,PRJ,Closed,,1844,037,1844037,,2003.1310Q,2003-12-16 00:00:00,,1438 10TH AV,"1438 - 0 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2 UNIT CONDO CONVERSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,109,37.76138261,10,8,-122.46687067,"MULTIPOLYGON (((-122.466667073 37.761425926000015, -122.46707905300002 37.761407846999987, -122.46707426299997 37.761339293999981, -122.46666228399999 37.76135737200002, -122.466667073 37.761425926000015)))",14,POINT (-122.46687067 37.76138261)
2007.1121ETR,Transportation Study-ETR,Closed - Informational,,3767,305,3767305,2007.1121E,,2008-03-11 00:00:00,2015-09-08 00:00:00,429 BEALE ST,"429 - 0 BEALE ST, SAN FRANCISCO, CA 94105",,,0,0,0,0,0,0,0,0,0,,,,,,"Tunny, Tommy",Reuben & Junius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-014058VAR,VAR,Under Review,COMPLETE,0546,001,0546001,2015-014058PRJ,,2017-11-02 00:00:00,,2465 VAN NESS AVE,2465 VAN NESS AVE 94123,2,,0,0,0,0,0,0,0,0,0,,,,,,"MacDonald, Mark","DM Development Partners, LLC",Mary Cheung-Woods,Mary,Cheung-Woods,mary.woods@sfgov.org,415-558-6315,"Variances from the rear yard and dwelling unit exposure requirement to permit the construction of a  7-story, 41 unit multi-family residential structure over retail and parking garage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,15,37.79822405,4,6,-122.42430906,"MULTIPOLYGON (((-122.424101931 37.798059180999985, -122.42417733299999 37.798432031999994, -122.424516106 37.798388965000015, -122.42444089899999 37.798016091000022, -122.424101931 37.798059180999985)))",13,POINT (-122.42430906 37.79822405)
2015-014058TDM,TDM,Approved,COMPLETE,0546,001,0546001,2015-014058PRJ,,2017-09-27 00:00:00,,2465 VAN NESS AVE,2465 VAN NESS AVE 94123,2,,0,0,0,0,0,0,0,0,0,,,,,,"Braver, Jaqui","DM Development Partners, LLC",Audrey Harris,Audrey,Harris,audrey.harris@sfgov.org,415-575-9136,"Demolition of an existing fuel canopy and retail structure at the site of a decommissioned gas station. New construction of a 7-story mixed-use building containing 41 dwelling units, approximately 2,800 square feet of commercial/retail space, 31 off-street vehicle parking spaces, three (3) car-share parking spaces, 41 Class 1 bicycle parking spaces and four (4) Class 2 bicycle parking spaces.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,15,37.79822405,4,6,-122.42430906,"MULTIPOLYGON (((-122.424101931 37.798059180999985, -122.42417733299999 37.798432031999994, -122.424516106 37.798388965000015, -122.42444089899999 37.798016091000022, -122.424101931 37.798059180999985)))",13,POINT (-122.42430906 37.79822405)
2015-013410GEN,GEN,Closed - Informational,COMPLETE,3767,305,3767305,,,2015-10-06 00:00:00,2018-06-26 00:00:00,429 Beale Street,429 BEALE ST 94105,6,,0,0,0,0,0,0,0,0,0,,,,,,"Ince, Dane",,Christine Silva,Christine,Silva,christine.lamorena@sfgov.org,415-575-9085,"2014-002033env,2014-002033prj,2014-002033ppa - request to view files",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,37.78724764,1,10,-122.39039559,"MULTIPOLYGON (((-122.39014667399999 37.787310971000011, -122.39031230099999 37.787446537999983, -122.39064567600002 37.787183002999996, -122.39047725 37.787049649999972, -122.39014667399999 37.787310971000011)))",8,POINT (-122.39039559 37.78724764)
2016-002196GEN,GEN,Closed - Informational,COMPLETE,3767,305,3767305,,,2016-01-12 00:00:00,2016-02-10 00:00:00,429 Beale / 430 Main - 2007.1121,429 BEALE ST 94105,6,,0,0,0,0,0,0,0,0,0,,,,,,"Li, Michael",,Josephine Chen,Josephine,Chen,josephine.chen@sfgov.org,415-575-9199,Record Request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,37.78738569,1,10,-122.39022083,"MULTIPOLYGON (((-122.38979726899998 37.787587174000009, -122.38996289400001 37.787722742000028, -122.39031230099999 37.787446537999983, -122.39064567600002 37.787183002999996, -122.39047725 37.787049649999972, -122.39014667399999 37.787310971000011, -122.38979726899998 37.787587174000009)))",8,POINT (-122.39022083000002 37.78738569)
2015-014058ENV,ENV,Closed - CEQA Clearance Issued,COMPLETE,0546,001,0546001,2015-014058PRJ,2015-014058EEC,2016-01-04 00:00:00,2017-11-07 00:00:00,2465 VAN NESS AVE,2465 VAN NESS AVE 94123,2,,0,0,0,0,0,0,0,0,0,,,,,,"Braver, Jaqui","DM Development Partners, LLC",Jennifer McKellar,Jennifer,McKellar,Jennifer.McKellar@sfgov.org,415-575-8754,"Demolish gas station and construct a new seven-story building containing 41 residences, approximately 3,000 sf of ground-floor retail, and 31 below-grade vehicle parking spaces.",,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,15,37.79822405,4,6,-122.42430906,"MULTIPOLYGON (((-122.424101931 37.798059180999985, -122.42417733299999 37.798432031999994, -122.424516106 37.798388965000015, -122.42444089899999 37.798016091000022, -122.424101931 37.798059180999985)))",13,POINT (-122.42430906 37.79822405)
EE73.195,ENV,Closed - CEQA Clearance Issued,COMPLETE,1741,032,1741032,,,1973-11-08 00:00:00,1973-11-23 00:00:00,1258 10th Ave,"1258 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,0,0,0,0,0,0,,,,,,",",,,,,,,6 Unit Apartment Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,109,37.76477096,10,11,-122.46710865,"MULTIPOLYGON (((-122.46689900699999 37.764745826000023, -122.46690379699999 37.764814378999972, -122.46731829399999 37.764796090999994, -122.467313504 37.764727537999988, -122.46689900699999 37.764745826000023)))",14,POINT (-122.46710864999999 37.76477096)
10606PRV,PRV,Closed - Informational,,3767,305,3767305,,,2012-08-10 09:41:09,2012-08-14 00:00:00,429 Beale Street (3767/305); Project Review Meeting to add one residential dwelling unit or duplex to the existing structure.  App,"429 - 0 BEALE ST, SAN FRANCISCO, CA 94105",,,0,0,0,0,0,0,0,0,0,,,,,,"Zupsic, Christopher",Portland-Pacific Main LLC,Ben Fu,Ben,Fu,BEN.FU@SFGOV.ORG,415-558-6613,429 Beale Street (3767/305); Project Review Meeting to add one residential dwelling unit or duplex to the existing structure.  Applicant is requesting attendance of Ben Fu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,37.78724764,1,10,-122.39039559,"MULTIPOLYGON (((-122.39014667399999 37.787310971000011, -122.39031230099999 37.787446537999983, -122.39064567600002 37.787183002999996, -122.39047725 37.787049649999972, -122.39014667399999 37.787310971000011)))",8,POINT (-122.39039559 37.78724764)
09-053,APL,Closed - Appeal Denied,,3767,305,3767305,2007.1121,,2009-05-29 00:00:00,2009-09-09 00:00:00,430 Main St,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Ben Fu,Ben,Fu,BEN.FU@SFGOV.ORG,415-558-6613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,37.78738569,1,10,-122.39022083,"MULTIPOLYGON (((-122.38979726899998 37.787587174000009, -122.38996289400001 37.787722742000028, -122.39031230099999 37.787446537999983, -122.39064567600002 37.787183002999996, -122.39047725 37.787049649999972, -122.39014667399999 37.787310971000011, -122.38979726899998 37.787587174000009)))",8,POINT (-122.39022083000002 37.78738569)
11821_ENF,ENF,Closed - Abated,,1635,021,1635021,,,2012-07-23 00:00:00,2013-03-27 00:00:00,678 10TH AV,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Rachna Rachna,Rachna,Rachna,Rachna.Rachna@sfgov.org,415-575-6806,"operating a residential Adult Care center, unclear if it is licensed and with permits, not ADA accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,37.77560753,8,4,-122.46785574,"MULTIPOLYGON (((-122.46777244200001 37.775576940999997, -122.46768687600002 37.775580836000017, -122.46764369700003 37.77558280300002, -122.46764865799997 37.775651347000007, -122.46806779000002 37.775632262999977, -122.46806282799997 37.775563717000011, -122.46794594800002 37.775569039999993, -122.46785959099998 37.775572970999974, -122.46777244200001 37.775576940999997)))",11,POINT (-122.46785573999999 37.77560753)
11460_ENF,ENF,Closed - Abated,,1424,026,1424026,,,2011-10-13 00:00:00,2011-11-18 00:00:00,248 10TH AV,,,,0,0,0,0,0,0,0,0,0,,,,,,,,Rachna Rachna,Rachna,Rachna,Rachna.Rachna@sfgov.org,415-575-6806,"demolition of a victorian house and converting it into a 3-unit apartment building without authorization - listed for sale with a real estate broker as an apartment building; removal of parking; demolition of historic building, constructed prior to 1900; no notification to neighbors or hearing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,37.7837073,8,4,-122.46844505,"MULTIPOLYGON (((-122.46824010699999 37.783753165999997, -122.46865470099999 37.78373473900001, -122.46864937300001 37.783661151999979, -122.46823482500002 37.783680216999983, -122.46824010699999 37.783753165999997)))",11,POINT (-122.46844505 37.7837073)
1986.146E,ENV,Closed,,1764,031,1764031,1986.146,,1986-03-17 00:00:00,2003-04-24 17:28:59,1338 10th Ave,"1348 - 0 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Expansion of a school involving loss of one dwelling unit in an RH-2 district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,109,37.76310891,10,11,-122.46699253,"MULTIPOLYGON (((-122.46678576099998 37.763124865000009, -122.46679054999998 37.763193418000014, -122.46720504400002 37.763175215999979, -122.46720025500002 37.763106662999974, -122.46719450799998 37.763024399000017, -122.46678001399999 37.763042600999995, -122.46678576099998 37.763124865000009)))",14,POINT (-122.46699253 37.76310891)
1986.146,PRJ,Closed,,1764,031,1764031,,"1986.146C, 1986.146E",1986-03-17 00:00:00,,1338 10th Ave,"1348 - 0 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,0,0,0,0,0,0,,,,1986-03-17 00:00:00,,,,,,,,,Expansion of a school involving loss of one dwelling unit in an RH-2 district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,109,37.76310891,10,11,-122.46699253,"MULTIPOLYGON (((-122.46678576099998 37.763124865000009, -122.46679054999998 37.763193418000014, -122.46720504400002 37.763175215999979, -122.46720025500002 37.763106662999974, -122.46719450799998 37.763024399000017, -122.46678001399999 37.763042600999995, -122.46678576099998 37.763124865000009)))",14,POINT (-122.46699253 37.76310891)
1986.146C,CUA,Closed - Approved,,1764,031,1764031,1986.146,,1986-03-17 00:00:00,1986-06-12 00:00:00,1338 10th Ave,"1348 - 0 10TH AV, SAN FRANCISCO, CA 94122",,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Expansion of a school involving loss of one dwelling unit in an RH-2 district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,109,37.76310891,10,11,-122.46699253,"MULTIPOLYGON (((-122.46678576099998 37.763124865000009, -122.46679054999998 37.763193418000014, -122.46720504400002 37.763175215999979, -122.46720025500002 37.763106662999974, -122.46719450799998 37.763024399000017, -122.46678001399999 37.763042600999995, -122.46678576099998 37.763124865000009)))",14,POINT (-122.46699253 37.76310891)
1990.858,PRJ,Closed,,3767,005,3767005,,1990.858S,1990-12-21 00:00:00,,430 Main St+,"429 - 0 BEALE ST, SAN FRANCISCO, CA 94105",,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,lot line adjustment to merge two units into one unit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,37.78738569,1,10,-122.39022083,"MULTIPOLYGON (((-122.38979726899998 37.787587174000009, -122.38996289400001 37.787722742000028, -122.39031230099999 37.787446537999983, -122.39064567600002 37.787183002999996, -122.39047725 37.787049649999972, -122.39014667399999 37.787310971000011, -122.38979726899998 37.787587174000009)))",8,POINT (-122.39022083000002 37.78738569)
1990.858S,SUB,Closed - Approved,,3767,005,3767005,1990.858,,1990-12-21 00:00:00,1991-01-14 00:00:00,430 Main St+,"429 - 0 BEALE ST, SAN FRANCISCO, CA 94105",,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,lot line adjustment to merge two units into one unit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,37.78738569,1,10,-122.39022083,"MULTIPOLYGON (((-122.38979726899998 37.787587174000009, -122.38996289400001 37.787722742000028, -122.39031230099999 37.787446537999983, -122.39064567600002 37.787183002999996, -122.39047725 37.787049649999972, -122.39014667399999 37.787310971000011, -122.38979726899998 37.787587174000009)))",8,POINT (-122.39022083000002 37.78738569)
1997.115,PRJ,Closed,,2208,006,2208006,,1997.115E,1997-02-20 00:00:00,,2150 AND 2168 10th AV,"2150 - 0 10TH AV, SAN FRANCISCO, CA 94116",,,0,0,0,0,0,0,0,0,0,,,,1997-02-20 00:00:00,,,,,,,,,Merge Lots 12 and 13.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,45,37.74856233,10,8,-122.46611472,"MULTIPOLYGON (((-122.46604867100001 37.748558323999987, -122.46603760400001 37.748584334999975, -122.46598631799998 37.748704864999979, -122.466015578 37.748703578000004, -122.46610191500002 37.748699778999992, -122.46619346799997 37.748695752000003, -122.466185091 37.748577845999989, -122.46616438699999 37.748286370000017, -122.466116204 37.748399608, -122.46604867100001 37.748558323999987)))",41,POINT (-122.46611472 37.74856233)
