fk,source,last_updated,name,value
ppts_2004.0049E,ppts,2020-01-29,status,Closed - CEQA Clearance Issued
ppts_2004.0049E,ppts,2020-01-29,date_closed,11/22/2004 12:00:00 AM +0000
ppts_2004.0049E,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
ppts_2004.0049E,ppts,2020-01-29,record_type,Environmental (ENV)
ppts_2004.0049E,ppts,2020-01-29,record_type_category,ENV
ppts_2004.0049E,ppts,2020-01-29,name,1348 10TH AV
ppts_2004.0049E,ppts,2020-01-29,description,The project proposes to demolish the structure (used for school) located at 1338 10th Avenue and to construct a new structure at the site for use by the existing elementary school. CU Authorization is requested for an increase in the elementary school use per Section 209.3(g) in the RH-2 District. A rear yard Variance is sought for new construction of the structure within the req rear yard.  A Certificate of Appropriateness is sought to renovate and repair Landmark No. 29 (The Old Firehouse).
ppts_2004.0049E,ppts,2020-01-29,parent,2004.0049
ppts_2002.0809F,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.423674693 37.767604327, -122.423591902 37.76760933, -122.423488412 37.767615585, -122.423391823 37.767621422, -122.423305583 37.767626633, -122.423167597 37.767634971, -122.423084806 37.767639975, -122.423002015 37.767644977, -122.422915774 37.767650189, -122.422829534 37.7676554, -122.422743293 37.767660612, -122.422639804 37.767666864, -122.422294907 37.767687704, -122.422192516 37.766618728, -122.424020727 37.76650825, -122.424039093 37.766699941, -122.42414258 37.766693687, -122.424225845 37.767562755, -122.42377222 37.767590171, -122.423741173 37.767592047, -122.423741961 37.767600262, -122.423674693 37.767604327)))"
ppts_2002.0809F,ppts,2020-01-29,record_id,2002.0809F
ppts_2002.0809F,ppts,2020-01-29,date_opened,01/23/2003 12:00:00 AM +0000
ppts_2002.0809F,ppts,2020-01-29,status,Closed - Approved
ppts_2002.0809F,ppts,2020-01-29,date_closed,04/16/2003 12:00:00 AM +0000
ppts_2002.0809F,ppts,2020-01-29,address,"340 VALENCIA ST, SAN FRANCISCO, CA"
ppts_2002.0809F,ppts,2020-01-29,record_type,Federal Section 106 (FED)
ppts_2002.0809F,ppts,2020-01-29,record_type_category,FED
ppts_2002.0809F,ppts,2020-01-29,name,340-370 VALENCIA ST
ppts_2002.0809F,ppts,2020-01-29,description,"03/06/2003 Shadow Study Prop. K 
The proposed project would demolish the 22 three-story buildings and construct 17 three story affordable housing structures containing a total of 247 units, plus community space and child care designed as a PUD with exceptions from parking and loading requirements."
ppts_2002.0809F,ppts,2020-01-29,parent,2002.0809
ppts_2002.0809F,ppts,2020-01-29,planner_name,Moses Corrette
ppts_2002.0809F,ppts,2020-01-29,planner_email,moses.corrette@sfgov.org
ppts_2002.0809F,ppts,2020-01-29,planner_phone,415-558-6295
ppts_2007.1121X,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
ppts_2007.1121X,ppts,2020-01-29,record_id,2007.1121X
ppts_2007.1121X,ppts,2020-01-29,date_opened,09/27/2007 12:00:00 AM +0000
ppts_2007.1121X,ppts,2020-01-29,status,Closed - Approved
ppts_2007.1121X,ppts,2020-01-29,date_closed,05/14/2009 12:00:00 AM +0000
ppts_2007.1121X,ppts,2020-01-29,address,"429 BEALE ST, SAN FRANCISCO, CA 94105"
ppts_2007.1121X,ppts,2020-01-29,record_type,Downtown Exception-309 (DNX)
ppts_2007.1121X,ppts,2020-01-29,record_type_category,DNX
ppts_2007.1121X,ppts,2020-01-29,name,429 BEALE ST
ppts_2007.1121X,ppts,2020-01-29,description,"Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces"
ppts_2007.1121X,ppts,2020-01-29,parent,2007.1121
ppts_2007.0023,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))"
ppts_2007.0023,ppts,2020-01-29,record_id,2007.0023
ppts_2007.0023,ppts,2020-01-29,date_opened,01/04/2007 12:00:00 AM +0000
ppts_2007.0023,ppts,2020-01-29,status,Closed
ppts_2007.0023,ppts,2020-01-29,address,"389 09TH AV, SAN FRANCISCO, CA 94118"
ppts_2007.0023,ppts,2020-01-29,record_type,Project Profile (PRJ)
ppts_2007.0023,ppts,2020-01-29,record_type_category,PRJ
ppts_2007.0023,ppts,2020-01-29,name,378 10TH AV
ppts_2007.0023,ppts,2020-01-29,description,WTS installation of approximately six panel antennas and associated cabinets.
ppts_2007.0023,ppts,2020-01-29,children,2007.0023C
ppts_88-171,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.46678637 37.758794114, -122.46689862 37.758789175, -122.46690341 37.758857728, -122.466487121 37.758876043, -122.466482332 37.75880749, -122.466527327 37.75880551, -122.466613674 37.758801712, -122.466700021 37.758797913, -122.46678637 37.758794114)))"
ppts_88-171,ppts,2020-01-29,record_id,88-171
ppts_88-171,ppts,2020-01-29,date_opened,01/01/1988 12:00:00 AM +0000
ppts_88-171,ppts,2020-01-29,status,Closed
ppts_88-171,ppts,2020-01-29,date_closed,05/09/2016 12:00:00 AM +0000
ppts_88-171,ppts,2020-01-29,record_type,Appeals (APL)
ppts_88-171,ppts,2020-01-29,record_type_category,APL
ppts_88-171,ppts,2020-01-29,name,1578 10TH AV
ppts_2007.0530,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466759043 37.756791147, -122.466574171 37.756799281, -122.466564339 37.756658536, -122.466749211 37.756650402, -122.466759043 37.756791147)))"
ppts_2007.0530,ppts,2020-01-29,record_id,2007.0530
ppts_2007.0530,ppts,2020-01-29,date_opened,06/04/2007 12:00:00 AM +0000
ppts_2007.0530,ppts,2020-01-29,status,Closed
ppts_2007.0530,ppts,2020-01-29,date_closed,05/09/2016 12:00:00 AM +0000
ppts_2007.0530,ppts,2020-01-29,address,"1698 10TH AV, SAN FRANCISCO, CA 94122"
ppts_2007.0530,ppts,2020-01-29,record_type,Project Profile (PRJ)
ppts_2007.0530,ppts,2020-01-29,record_type_category,PRJ
ppts_2007.0530,ppts,2020-01-29,name,1698 10TH AV
ppts_2007.0530,ppts,2020-01-29,description,"The proposal is to construct a horizontal addition to northern side of the subject dwelling in order to incorporate a second dwelling unit and a second parking space in Zoning District RH-2. The addition is two stories and approximately 420 square feet on each floor. The proposal conforms to the requirements of the RH-2 (Residential, House, Two-Family) District."
ppts_2007.0530,ppts,2020-01-29,children,2007.0530D
ppts_11821_ENF,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.467859591 37.775572971, -122.467945948 37.77556904, -122.468062828 37.775563717, -122.46806779 37.775632263, -122.467648658 37.775651347, -122.467643697 37.775582803, -122.467686876 37.775580836, -122.467772442 37.775576941, -122.467859591 37.775572971)))"
ppts_11821_ENF,ppts,2020-01-29,record_id,11821_ENF
ppts_11821_ENF,ppts,2020-01-29,date_opened,07/23/2012 12:00:00 AM +0000
ppts_11821_ENF,ppts,2020-01-29,status,Closed - Abated
ppts_11821_ENF,ppts,2020-01-29,date_closed,03/27/2013 12:00:00 AM +0000
ppts_11821_ENF,ppts,2020-01-29,address,"678 10TH AVE, SAN FRANCISCO, CA 94118"
ppts_11821_ENF,ppts,2020-01-29,record_type,Enforcement (ENF)
ppts_11821_ENF,ppts,2020-01-29,record_type_category,ENF
ppts_11821_ENF,ppts,2020-01-29,name,678 10TH AV
ppts_11821_ENF,ppts,2020-01-29,description,"operating a residential Adult Care center, unclear if it is licensed and with permits, not ADA accessible"
ppts_11821_ENF,ppts,2020-01-29,planner_name,Rachna Rachna
ppts_11821_ENF,ppts,2020-01-29,planner_email,Rachna.Rachna@sfgov.org
ppts_11821_ENF,ppts,2020-01-29,planner_phone,415-575-6806
ppts_1986.146C,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))"
ppts_1986.146C,ppts,2020-01-29,record_id,1986.146C
ppts_1986.146C,ppts,2020-01-29,date_opened,03/17/1986 12:00:00 AM +0000
ppts_1986.146C,ppts,2020-01-29,status,Closed - Approved
ppts_1986.146C,ppts,2020-01-29,date_closed,06/12/1986 12:00:00 AM +0000
ppts_1986.146C,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
ppts_1986.146C,ppts,2020-01-29,record_type,Conditional Use Authorization (CUA)
ppts_1986.146C,ppts,2020-01-29,record_type_category,CUA
ppts_1986.146C,ppts,2020-01-29,name,1338 10th Ave
ppts_1986.146C,ppts,2020-01-29,description,Expansion of a school involving loss of one dwelling unit in an RH-2 district
ppts_1986.146C,ppts,2020-01-29,parent,1986.146
ppts_2002.0809C,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.423674693 37.767604327, -122.423591902 37.76760933, -122.423488412 37.767615585, -122.423391823 37.767621422, -122.423305583 37.767626633, -122.423167597 37.767634971, -122.423084806 37.767639975, -122.423002015 37.767644977, -122.422915774 37.767650189, -122.422829534 37.7676554, -122.422743293 37.767660612, -122.422639804 37.767666864, -122.422294907 37.767687704, -122.422192516 37.766618728, -122.424020727 37.76650825, -122.424039093 37.766699941, -122.42414258 37.766693687, -122.424225845 37.767562755, -122.42377222 37.767590171, -122.423741173 37.767592047, -122.423741961 37.767600262, -122.423674693 37.767604327)))"
ppts_2002.0809C,ppts,2020-01-29,record_id,2002.0809C
ppts_2002.0809C,ppts,2020-01-29,date_opened,12/05/2002 12:00:00 AM +0000
ppts_2002.0809C,ppts,2020-01-29,status,Closed - Approved
ppts_2002.0809C,ppts,2020-01-29,date_closed,06/26/2003 12:00:00 AM +0000
ppts_2002.0809C,ppts,2020-01-29,address,"340 VALENCIA ST, SAN FRANCISCO, CA"
ppts_2002.0809C,ppts,2020-01-29,record_type,Conditional Use Authorization (CUA)
ppts_2002.0809C,ppts,2020-01-29,record_type_category,CUA
ppts_2002.0809C,ppts,2020-01-29,name,340-370 VALENCIA ST
ppts_2002.0809C,ppts,2020-01-29,description,"03/06/2003 Shadow Study Prop. K 
The proposed project would demolish the 22 three-story buildings and construct 17 three story affordable housing structures containing a total of 247 units, plus community space and child care designed as a PUD with exceptions from parking and loading requirements."
ppts_2002.0809C,ppts,2020-01-29,parent,2002.0809
ppts_2002.0809C,ppts,2020-01-29,planner_name,Jonathan Purvis
ppts_2002.0809C,ppts,2020-01-29,planner_email,jonathan.purvis@sfgov.org
ppts_2002.0809C,ppts,2020-01-29,planner_phone,415-558-6354
ppts_2016-001514CUA,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.420392255 37.765559672, -122.420495741 37.765553422, -122.420548187 37.766101109, -122.419919804 37.766139067, -122.419896549 37.76589619, -122.41989127 37.765841061, -122.419867363 37.765591378, -122.420074335 37.765578876, -122.420185282 37.765572174, -122.420392255 37.765559672)))"
ppts_2016-001514CUA,ppts,2020-01-29,record_id,2016-001514CUA
ppts_2016-001514CUA,ppts,2020-01-29,date_opened,09/07/2016 12:00:00 AM +0000
ppts_2016-001514CUA,ppts,2020-01-29,status,Submitted
ppts_2016-001514CUA,ppts,2020-01-29,address,1950 MISSION ST 94103
ppts_2016-001514CUA,ppts,2020-01-29,record_type,Conditional Use Authorization (CUA)
ppts_2016-001514CUA,ppts,2020-01-29,record_type_category,CUA
ppts_2016-001514CUA,ppts,2020-01-29,name,1950 MISSION ST
ppts_2016-001514CUA,ppts,2020-01-29,description,"Approved Priority Processing for 100% Affordable Housing project: Construct 2 buildings (a 5 story and 9 story) with 157 units of affordable housing including studio, Junior 1 bedroom, 1 bedroom, 2  bedroom and 3  bedroom apartments.  In addition to housing, the development will include amenity space, artist's alleys, a childcare center, and community based non-profit space."
ppts_2016-001514CUA,ppts,2020-01-29,parent,2016-001514PRJ
ppts_2016-001514CUA,ppts,2020-01-29,planner_name,Victoria Lewis
ppts_2016-001514CUA,ppts,2020-01-29,planner_email,victoria.lewis@sfgov.org
ppts_2016-001514CUA,ppts,2020-01-29,planner_phone,415-575-9175
ppts_1997.055Q,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.46678637 37.758794114, -122.46689862 37.758789175, -122.46690341 37.758857728, -122.466487121 37.758876043, -122.466482332 37.75880749, -122.466527327 37.75880551, -122.466613674 37.758801712, -122.466700021 37.758797913, -122.46678637 37.758794114)))"
ppts_1997.055Q,ppts,2020-01-29,record_id,1997.055Q
ppts_1997.055Q,ppts,2020-01-29,date_opened,12/09/1997 12:00:00 AM +0000
ppts_1997.055Q,ppts,2020-01-29,status,Closed - Approved
ppts_1997.055Q,ppts,2020-01-29,date_closed,02/02/1998 12:00:00 AM +0000
ppts_1997.055Q,ppts,2020-01-29,address,"1578 10TH AV, SAN FRANCISCO, CA 94122"
ppts_1997.055Q,ppts,2020-01-29,record_type,Condo-REF (CND)
ppts_1997.055Q,ppts,2020-01-29,record_type_category,CND
ppts_1997.055Q,ppts,2020-01-29,name,1578 - 10th Avenue
ppts_1997.055Q,ppts,2020-01-29,description,Demolition of existing building and new construction of a two-family dwelling.
ppts_1997.055Q,ppts,2020-01-29,parent,1997.055
ppts_2017-016475ENF,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.433461599 37.789441367, -122.433489425 37.789579538, -122.43353668 37.789803255, -122.432926626 37.789880223, -122.432853514 37.7895187, -122.432938794 37.789507856, -122.433025927 37.789496774, -122.433113062 37.789485693, -122.433200197 37.789474611, -122.43328733 37.78946353, -122.433374465 37.789452449, -122.433461599 37.789441367)))"
ppts_2017-016475ENF,ppts,2020-01-29,record_id,2017-016475ENF
ppts_2017-016475ENF,ppts,2020-01-29,date_opened,12/18/2017 12:00:00 AM +0000
ppts_2017-016475ENF,ppts,2020-01-29,status,Submitted
ppts_2017-016475ENF,ppts,2020-01-29,address,2451 SACRAMENTO ST 94115
ppts_2017-016475ENF,ppts,2020-01-29,record_type,Enforcement (ENF)
ppts_2017-016475ENF,ppts,2020-01-29,record_type_category,ENF
ppts_2017-016475ENF,ppts,2020-01-29,name,2451 Sacramento St
ppts_2017-016475ENF,ppts,2020-01-29,description,"JFK Memorial Building - Apt 601. Asked to move out of apt to another apt and to move back. Didn't do stuff they should do. Dust still on the ceiling and still dealing with Lead paint; Paratransit cannot pick up because don't have parking spot. Didn't have the courtesy to respect occupant. Dust come in from window during construction. At end of my rope. Want to know the number of the report on the number.  / Illegal work occurring on property on roof, walls, and electrical. The illegal work is creating unsafe living environment for senior with cancer. DBI Complaint 201727904"
ppts_2017-016475ENF,ppts,2020-01-29,planner_name,Josephine Chen
ppts_2017-016475ENF,ppts,2020-01-29,planner_email,josephine.chen@sfgov.org
ppts_2017-016475ENF,ppts,2020-01-29,planner_phone,415-575-9199
ppts_09-053,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
ppts_09-053,ppts,2020-01-29,record_id,09-053
ppts_09-053,ppts,2020-01-29,date_opened,05/29/2009 12:00:00 AM +0000
ppts_09-053,ppts,2020-01-29,status,Closed - Appeal Denied
ppts_09-053,ppts,2020-01-29,date_closed,09/09/2009 12:00:00 AM +0000
ppts_09-053,ppts,2020-01-29,record_type,Appeals (APL)
ppts_09-053,ppts,2020-01-29,record_type_category,APL
ppts_09-053,ppts,2020-01-29,name,430 Main St
ppts_09-053,ppts,2020-01-29,parent,2007.1121
ppts_2007.1121K,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
ppts_2007.1121K,ppts,2020-01-29,record_id,2007.1121K
ppts_2007.1121K,ppts,2020-01-29,date_opened,09/27/2007 12:00:00 AM +0000
ppts_2007.1121K,ppts,2020-01-29,status,Closed - Approved
ppts_2007.1121K,ppts,2020-01-29,date_closed,02/12/2009 12:00:00 AM +0000
ppts_2007.1121K,ppts,2020-01-29,address,"429 BEALE ST, SAN FRANCISCO, CA 94105"
ppts_2007.1121K,ppts,2020-01-29,record_type,Shadow Study (SHD)
ppts_2007.1121K,ppts,2020-01-29,record_type_category,SHD
ppts_2007.1121K,ppts,2020-01-29,name,429 BEALE ST
ppts_2007.1121K,ppts,2020-01-29,description,"Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces"
ppts_2007.1121K,ppts,2020-01-29,parent,2007.1121
ppts_2016-015839PRV,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.43353668 37.789803255, -122.433489425 37.789579538, -122.433668832 37.789556902, -122.433697625 37.789699266, -122.433701043 37.789698834, -122.433717546 37.789780436, -122.43353668 37.789803255)))"
ppts_2016-015839PRV,ppts,2020-01-29,record_id,2016-015839PRV
ppts_2016-015839PRV,ppts,2020-01-29,date_opened,12/12/2016 12:00:00 AM +0000
ppts_2016-015839PRV,ppts,2020-01-29,status,Closed - Informational
ppts_2016-015839PRV,ppts,2020-01-29,date_closed,01/11/2017 12:00:00 AM +0000
ppts_2016-015839PRV,ppts,2020-01-29,address,2451 Sacramento ST 94115
ppts_2016-015839PRV,ppts,2020-01-29,record_type,Project Review Meetings (PRV)
