fk,source,last_updated,name,value
86-076,ppts,2020-01-29,record_id,86-076
86-076,ppts,2020-01-29,date_opened,03/21/1986 12:00:00 AM +0000
86-076,ppts,2020-01-29,status,Closed - Appeal Upheld
86-076,ppts,2020-01-29,date_closed,04/30/1986 12:00:00 AM +0000
86-076,ppts,2020-01-29,record_type,Appeals (APL)
86-076,ppts,2020-01-29,record_type_category,APL
86-076,ppts,2020-01-29,name,1258 10TH AV
8982ZAD,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.390146674 37.787310971, -122.39047725 37.78704965)))"
8982ZAD,ppts,2020-01-29,record_id,8982ZAD
8982ZAD,ppts,2020-01-29,date_opened,06/04/2010 12:00:00 AM +0000
8982ZAD,ppts,2020-01-29,status,Closed - Issued
8982ZAD,ppts,2020-01-29,date_closed,07/21/2010 12:00:00 AM +0000
8982ZAD,ppts,2020-01-29,record_type,Zoning Administrator Determination Letter (ZAD)
8982ZAD,ppts,2020-01-29,record_type_category,ZAD
8982ZAD,ppts,2020-01-29,name,"430 Main & 429 Beale Street (3767, Lots 305 & 306); Letter of Determination"
8982ZAD,ppts,2020-01-29,description,"430 Main & 429 Beale Street (3767, Lots 305 & 306); Letter of Determination"
2016-001514PPA,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.420392255 37.765559672, -122.420495741 37.765553422, -122.420548187 37.766101109, -122.419919804 37.766139067, -122.419896549 37.76589619, -122.41989127 37.765841061, -122.419867363 37.765591378, -122.420074335 37.765578876, -122.420185282 37.765572174, -122.420392255 37.765559672)))"
2016-001514PPA,ppts,2020-01-29,record_id,2016-001514PPA
2016-001514PPA,ppts,2020-01-29,date_opened,01/27/2016 12:00:00 AM +0000
2016-001514PPA,ppts,2020-01-29,status,Closed - Informational
2016-001514PPA,ppts,2020-01-29,date_closed,05/03/2016 12:00:00 AM +0000
2016-001514PPA,ppts,2020-01-29,address,1950 MISSION ST 94103
2016-001514PPA,ppts,2020-01-29,record_type,Preliminary Project Assessment (PPA)
2016-001514PPA,ppts,2020-01-29,record_type_category,PPA
2016-001514PPA,ppts,2020-01-29,name,1950 MISSION ST
2016-001514PPA,ppts,2020-01-29,description,"Demolish 11 modular wood framed buildings at 1950 Mission Street
MULTIPOLYGON (((-122.390146674 37.787310971"
2016-001514PPA,ppts,2020-01-29,parent,-122.389962894 37.787722742
2016-001514PPA,ppts,2020-01-29,children,-122.389797269 37.787587174
2016-001514PPA,ppts,2020-01-29,planner_name,90012
2016-001514PPA,ppts,2020-01-29,planner_email,2007.1121
2016-001514PPA,ppts,2020-01-29,planner_phone,09/27/2007 12:00:00 AM +0000
MB1301338,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))"
MB1301338,ppts,2020-01-29,record_id,MB1301338
MB1301338,ppts,2020-01-29,date_opened,08/20/2013 12:00:00 AM +0000
MB1301338,ppts,2020-01-29,status,Closed - Approved
MB1301338,ppts,2020-01-29,date_closed,08/22/2013 12:00:00 AM +0000
MB1301338,ppts,2020-01-29,address,"8 10TH ST, SAN FRANCISCO, CA 94117"
MB1301338,ppts,2020-01-29,record_type,Misc. Permits-REF (MIS)
MB1301338,ppts,2020-01-29,record_type_category,MIS
MB1301338,ppts,2020-01-29,name,"HPM OF AMERICA, LLC"
MB1301338,ppts,2020-01-29,description,- continuation of existing parking facility is permitted.
2004.0049E,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))"
2004.0049E,ppts,2020-01-29,record_id,2004.0049E
2004.0049E,ppts,2020-01-29,date_opened,04/19/2004 12:00:00 AM +0000
2004.0049E,ppts,2020-01-29,status,Closed - CEQA Clearance Issued
2004.0049E,ppts,2020-01-29,date_closed,11/22/2004 12:00:00 AM +0000
2004.0049E,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
2004.0049E,ppts,2020-01-29,record_type,Environmental (ENV)
2004.0049E,ppts,2020-01-29,record_type_category,ENV
2004.0049E,ppts,2020-01-29,name,1348 10TH AV
2004.0049E,ppts,2020-01-29,description,The project proposes to demolish the structure (used for school) located at 1338 10th Avenue and to construct a new structure at the site for use by the existing elementary school. CU Authorization is requested for an increase in the elementary school use per Section 209.3(g) in the RH-2 District. A rear yard Variance is sought for new construction of the structure within the req rear yard.  A Certificate of Appropriateness is sought to renovate and repair Landmark No. 29 (The Old Firehouse).
2004.0049E,ppts,2020-01-29,parent,2004.0049
2007.1121X,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
2007.1121X,ppts,2020-01-29,record_id,2007.1121X
2007.1121X,ppts,2020-01-29,date_opened,09/27/2007 12:00:00 AM +0000
2007.1121X,ppts,2020-01-29,status,Closed - Approved
2007.1121X,ppts,2020-01-29,date_closed,05/14/2009 12:00:00 AM +0000
2007.1121X,ppts,2020-01-29,address,"429 BEALE ST, SAN FRANCISCO, CA 94105"
2007.1121X,ppts,2020-01-29,record_type,Downtown Exception-309 (DNX)
2007.1121X,ppts,2020-01-29,record_type_category,DNX
2007.1121X,ppts,2020-01-29,name,429 BEALE ST
2007.1121X,ppts,2020-01-29,description,"Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces"
2007.1121X,ppts,2020-01-29,parent,2007.1121
2007.0023,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))"
2007.0023,ppts,2020-01-29,record_id,2007.0023
2007.0023,ppts,2020-01-29,date_opened,01/04/2007 12:00:00 AM +0000
2007.0023,ppts,2020-01-29,status,Closed
2007.0023,ppts,2020-01-29,address,"389 09TH AV, SAN FRANCISCO, CA 94118"
2007.0023,ppts,2020-01-29,record_type,Project Profile (PRJ)
2007.0023,ppts,2020-01-29,record_type_category,PRJ
2007.0023,ppts,2020-01-29,name,378 10TH AV
2007.0023,ppts,2020-01-29,description,WTS installation of approximately six panel antennas and associated cabinets.
2007.0023,ppts,2020-01-29,children,2007.0023C
88-171,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.46678637 37.758794114, -122.46689862 37.758789175, -122.46690341 37.758857728, -122.466487121 37.758876043, -122.466482332 37.75880749, -122.466527327 37.75880551, -122.466613674 37.758801712, -122.466700021 37.758797913, -122.46678637 37.758794114)))"
88-171,ppts,2020-01-29,record_id,88-171
88-171,ppts,2020-01-29,date_opened,01/01/1988 12:00:00 AM +0000
88-171,ppts,2020-01-29,status,Closed
88-171,ppts,2020-01-29,date_closed,05/09/2016 12:00:00 AM +0000
88-171,ppts,2020-01-29,record_type,Appeals (APL)
88-171,ppts,2020-01-29,record_type_category,APL
88-171,ppts,2020-01-29,name,1578 10TH AV
2007.0530,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466759043 37.756791147, -122.466574171 37.756799281, -122.466564339 37.756658536, -122.466749211 37.756650402, -122.466759043 37.756791147)))"
2007.0530,ppts,2020-01-29,record_id,2007.0530
2007.0530,ppts,2020-01-29,date_opened,06/04/2007 12:00:00 AM +0000
2007.0530,ppts,2020-01-29,status,Closed
2007.0530,ppts,2020-01-29,date_closed,05/09/2016 12:00:00 AM +0000
2007.0530,ppts,2020-01-29,address,"1698 10TH AV, SAN FRANCISCO, CA 94122"
2007.0530,ppts,2020-01-29,record_type,Project Profile (PRJ)
2007.0530,ppts,2020-01-29,record_type_category,PRJ
2007.0530,ppts,2020-01-29,name,1698 10TH AV
2007.0530,ppts,2020-01-29,description,"The proposal is to construct a horizontal addition to northern side of the subject dwelling in order to incorporate a second dwelling unit and a second parking space in Zoning District RH-2. The addition is two stories and approximately 420 square feet on each floor. The proposal conforms to the requirements of the RH-2 (Residential, House, Two-Family) District."
2007.0530,ppts,2020-01-29,children,2007.0530D
11821_ENF,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.467859591 37.775572971, -122.467945948 37.77556904, -122.468062828 37.775563717, -122.46806779 37.775632263, -122.467648658 37.775651347, -122.467643697 37.775582803, -122.467686876 37.775580836, -122.467772442 37.775576941, -122.467859591 37.775572971)))"
11821_ENF,ppts,2020-01-29,record_id,11821_ENF
11821_ENF,ppts,2020-01-29,date_opened,07/23/2012 12:00:00 AM +0000
11821_ENF,ppts,2020-01-29,status,Closed - Abated
11821_ENF,ppts,2020-01-29,date_closed,03/27/2013 12:00:00 AM +0000
11821_ENF,ppts,2020-01-29,address,"678 10TH AVE, SAN FRANCISCO, CA 94118"
11821_ENF,ppts,2020-01-29,record_type,Enforcement (ENF)
11821_ENF,ppts,2020-01-29,record_type_category,ENF
11821_ENF,ppts,2020-01-29,name,678 10TH AV
11821_ENF,ppts,2020-01-29,description,"operating a residential Adult Care center, unclear if it is licensed and with permits, not ADA accessible"
11821_ENF,ppts,2020-01-29,planner_name,Rachna Rachna
11821_ENF,ppts,2020-01-29,planner_email,Rachna.Rachna@sfgov.org
11821_ENF,ppts,2020-01-29,planner_phone,415-575-6806
1986.146C,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))"
1986.146C,ppts,2020-01-29,record_id,1986.146C
1986.146C,ppts,2020-01-29,date_opened,03/17/1986 12:00:00 AM +0000
1986.146C,ppts,2020-01-29,status,Closed - Approved
1986.146C,ppts,2020-01-29,date_closed,06/12/1986 12:00:00 AM +0000
1986.146C,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
1986.146C,ppts,2020-01-29,record_type,Conditional Use Authorization (CUA)
1986.146C,ppts,2020-01-29,record_type_category,CUA
1986.146C,ppts,2020-01-29,name,1338 10th Ave
1986.146C,ppts,2020-01-29,description,Expansion of a school involving loss of one dwelling unit in an RH-2 district
1986.146C,ppts,2020-01-29,parent,1986.146
2016-001514CUA,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.420392255 37.765559672, -122.420495741 37.765553422, -122.420548187 37.766101109, -122.419919804 37.766139067, -122.419896549 37.76589619, -122.41989127 37.765841061, -122.419867363 37.765591378, -122.420074335 37.765578876, -122.420185282 37.765572174, -122.420392255 37.765559672)))"
2016-001514CUA,ppts,2020-01-29,record_id,2016-001514CUA
2016-001514CUA,ppts,2020-01-29,date_opened,09/07/2016 12:00:00 AM +0000
2016-001514CUA,ppts,2020-01-29,status,Submitted
2016-001514CUA,ppts,2020-01-29,address,1950 MISSION ST 94103
2016-001514CUA,ppts,2020-01-29,record_type,Conditional Use Authorization (CUA)
2016-001514CUA,ppts,2020-01-29,record_type_category,CUA
2016-001514CUA,ppts,2020-01-29,name,1950 MISSION ST
2016-001514CUA,ppts,2020-01-29,description,"Approved Priority Processing for 100% Affordable Housing project: Construct 2 buildings (a 5 story and 9 story) with 157 units of affordable housing including studio, Junior 1 bedroom, 1 bedroom, 2  bedroom and 3  bedroom apartments.  In addition to housing, the development will include amenity space, artist's alleys, a childcare center, and community based non-profit space."
2016-001514CUA,ppts,2020-01-29,parent,2016-001514PRJ
2016-001514CUA,ppts,2020-01-29,planner_name,Victoria Lewis
2016-001514CUA,ppts,2020-01-29,planner_email,victoria.lewis@sfgov.org
2016-001514CUA,ppts,2020-01-29,planner_phone,415-575-9175
1997.055Q,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.46678637 37.758794114, -122.46689862 37.758789175, -122.46690341 37.758857728, -122.466487121 37.758876043, -122.466482332 37.75880749, -122.466527327 37.75880551, -122.466613674 37.758801712, -122.466700021 37.758797913, -122.46678637 37.758794114)))"
1997.055Q,ppts,2020-01-29,record_id,1997.055Q
1997.055Q,ppts,2020-01-29,date_opened,12/09/1997 12:00:00 AM +0000
1997.055Q,ppts,2020-01-29,status,Closed - Approved
1997.055Q,ppts,2020-01-29,date_closed,02/02/1998 12:00:00 AM +0000
1997.055Q,ppts,2020-01-29,address,"1578 10TH AV, SAN FRANCISCO, CA 94122"
1997.055Q,ppts,2020-01-29,record_type,Condo-REF (CND)
1997.055Q,ppts,2020-01-29,record_type_category,CND
1997.055Q,ppts,2020-01-29,name,1578 - 10th Avenue
1997.055Q,ppts,2020-01-29,description,Demolition of existing building and new construction of a two-family dwelling.
1997.055Q,ppts,2020-01-29,parent,1997.055
09-053,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
09-053,ppts,2020-01-29,record_id,09-053
09-053,ppts,2020-01-29,date_opened,05/29/2009 12:00:00 AM +0000
09-053,ppts,2020-01-29,status,Closed - Appeal Denied
09-053,ppts,2020-01-29,date_closed,09/09/2009 12:00:00 AM +0000
09-053,ppts,2020-01-29,record_type,Appeals (APL)
09-053,ppts,2020-01-29,record_type_category,APL
09-053,ppts,2020-01-29,name,430 Main St
09-053,ppts,2020-01-29,parent,2007.1121
2007.1121K,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
2007.1121K,ppts,2020-01-29,record_id,2007.1121K
2007.1121K,ppts,2020-01-29,date_opened,09/27/2007 12:00:00 AM +0000
2007.1121K,ppts,2020-01-29,status,Closed - Approved
2007.1121K,ppts,2020-01-29,date_closed,02/12/2009 12:00:00 AM +0000
2007.1121K,ppts,2020-01-29,address,"429 BEALE ST, SAN FRANCISCO, CA 94105"
2007.1121K,ppts,2020-01-29,record_type,Shadow Study (SHD)
2007.1121K,ppts,2020-01-29,record_type_category,SHD
2007.1121K,ppts,2020-01-29,name,429 BEALE ST
2007.1121K,ppts,2020-01-29,description,"Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces"
2007.1121K,ppts,2020-01-29,parent,2007.1121
6559PRV,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
6559PRV,ppts,2020-01-29,record_id,6559PRV
6559PRV,ppts,2020-01-29,date_opened,05/10/2007 12:00:00 AM +0000
6559PRV,ppts,2020-01-29,status,Closed - Informational
6559PRV,ppts,2020-01-29,date_closed,05/23/2007 12:00:00 AM +0000
6559PRV,ppts,2020-01-29,address,"429 BEALE ST, SAN FRANCISCO, CA 94105"
6559PRV,ppts,2020-01-29,record_type,Project Review Meetings (PRV)
6559PRV,ppts,2020-01-29,record_type_category,PRV
6559PRV,ppts,2020-01-29,name,430 Main St. & 429 Beale St. - Demolish existing 2-story industrial building & construct a 9-story residential building with 200 u
6559PRV,ppts,2020-01-29,description,430 Main St. & 429 Beale St. - Demolish existing 2-story industrial building & construct a 9-story residential building with 200 units and 100 parking spaces.
2004.0049A,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))"
2004.0049A,ppts,2020-01-29,record_id,2004.0049A
2004.0049A,ppts,2020-01-29,date_opened,01/13/2004 12:00:00 AM +0000
2004.0049A,ppts,2020-01-29,status,Closed - Approved
2004.0049A,ppts,2020-01-29,date_closed,01/20/2005 12:00:00 AM +0000
2004.0049A,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
2004.0049A,ppts,2020-01-29,record_type,Certificate of Appropriateness (COA)
2004.0049A,ppts,2020-01-29,record_type_category,COA
2004.0049A,ppts,2020-01-29,name,1348 10TH AV
2004.0049A,ppts,2020-01-29,description,The project proposes to demolish the structure (used for school) located at 1338 10th Avenue and to construct a new structure at the site for use by the existing elementary school. CU Authorization is requested for an increase in the elementary school use per Section 209.3(g) in the RH-2 District. A rear yard Variance is sought for new construction of the structure within the req rear yard.  A Certificate of Appropriateness is sought to renovate and repair Landmark No. 29 (The Old Firehouse).
2004.0049A,ppts,2020-01-29,parent,2004.0049
2012.1313,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.390146674 37.787310971, -122.39047725 37.78704965)))"
2012.1313,ppts,2020-01-29,record_id,2012.1313
2012.1313,ppts,2020-01-29,date_opened,10/15/2012 12:00:00 AM +0000
2012.1313,ppts,2020-01-29,status,Closed
2012.1313,ppts,2020-01-29,address,"429 BEALE ST, SAN FRANCISCO, CA 94105"
2012.1313,ppts,2020-01-29,record_type,Project Profile (PRJ)
2012.1313,ppts,2020-01-29,record_type_category,PRJ
2012.1313,ppts,2020-01-29,name,429 BEALE ST
2012.1313,ppts,2020-01-29,description,"Add 4,000 sft of residential space to the roof of an existing building"
2012.1313,ppts,2020-01-29,children,2012.1313E
2008.1150,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))"
2008.1150,ppts,2020-01-29,record_id,2008.1150
2008.1150,ppts,2020-01-29,date_opened,09/30/2008 12:00:00 AM +0000
2008.1150,ppts,2020-01-29,status,Closed
2008.1150,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
2008.1150,ppts,2020-01-29,record_type,Project Profile (PRJ)
2008.1150,ppts,2020-01-29,record_type_category,PRJ
2008.1150,ppts,2020-01-29,name,1348 10TH AV
2008.1150,ppts,2020-01-29,description,Change of use from school to general office use.
2008.1150,ppts,2020-01-29,children,2008.1150C
7798PRV,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.466780014 37.763042601, -122.467194508 37.763024399, -122.467200255 37.763106663, -122.467205044 37.763175216, -122.46679055 37.763193418, -122.466785761 37.763124865, -122.466780014 37.763042601)))"
7798PRV,ppts,2020-01-29,record_id,7798PRV
7798PRV,ppts,2020-01-29,date_opened,08/14/2008 12:00:00 AM +0000
7798PRV,ppts,2020-01-29,status,Closed - Informational
7798PRV,ppts,2020-01-29,date_closed,08/20/2008 12:00:00 AM +0000
7798PRV,ppts,2020-01-29,address,"1348 10TH AV, SAN FRANCISCO, CA 94122"
7798PRV,ppts,2020-01-29,record_type,Project Review Meetings (PRV)
7798PRV,ppts,2020-01-29,record_type_category,PRV
7798PRV,ppts,2020-01-29,name,"1338 & 1348 10th Ave. (1764/031,032) - to discuss change of use from education to genereal publishing.  (Mary Woods)"
7798PRV,ppts,2020-01-29,description,"1338 & 1348 10th Ave. (1764/031,032) - to discuss change of use from education to genereal publishing.  (Mary Woods)"
7798PRV,ppts,2020-01-29,planner_name,Mary Cheung-Woods
7798PRV,ppts,2020-01-29,planner_email,mary.woods@sfgov.org
7798PRV,ppts,2020-01-29,planner_phone,415-558-6315
2000.351,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.420392255 37.765559672, -122.420495741 37.765553422, -122.420548187 37.766101109, -122.419919804 37.766139067, -122.419896549 37.76589619, -122.41989127 37.765841061, -122.419867363 37.765591378, -122.420074335 37.765578876, -122.420185282 37.765572174, -122.420392255 37.765559672)))"
2000.351,ppts,2020-01-29,record_id,2000.351
2000.351,ppts,2020-01-29,date_opened,04/10/2000 12:00:00 AM +0000
2000.351,ppts,2020-01-29,status,Closed
2000.351,ppts,2020-01-29,record_type,Project Profile (PRJ)
2000.351,ppts,2020-01-29,record_type_category,PRJ
2000.351,ppts,2020-01-29,name,1950 Mission
2000.351,ppts,2020-01-29,description,Quitclaim to S.F.U.S.D.  Who in turn plans to sell the property.
2000.351,ppts,2020-01-29,children,2000.351R
2017-006969PRL,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.467683034 37.774865322, -122.468014509 37.774850227, -122.468019471 37.774918773, -122.467687995 37.774933868, -122.467683034 37.774865322)))"
2017-006969PRL,ppts,2020-01-29,record_id,2017-006969PRL
2017-006969PRL,ppts,2020-01-29,date_opened,06/05/2017 12:00:00 AM +0000
2017-006969PRL,ppts,2020-01-29,status,Closed
2017-006969PRL,ppts,2020-01-29,date_closed,06/05/2017 12:00:00 AM +0000
2017-006969PRL,ppts,2020-01-29,address,708 10TH AVE 94118
2017-006969PRL,ppts,2020-01-29,record_type,Project Light (PRL)
2017-006969PRL,ppts,2020-01-29,record_type_category,PRL
2017-006969PRL,ppts,2020-01-29,name,708 10TH AVE
2017-006969PRL,ppts,2020-01-29,description,"Interior work only; Legalize lower level family room, bedroom, bathroom; New connecting stair to upper floor; Meets Rooms Down development requirement for Planning"
2017-006969PRL,ppts,2020-01-29,planner_name,Eiliesh Tuffy
2017-006969PRL,ppts,2020-01-29,planner_email,eiliesh.tuffy@sfgov.org
2017-006969PRL,ppts,2020-01-29,planner_phone,415-575-9191
2017-006969PRL,ppts,2020-01-29,building_permit_id,201706058373
2007.1121V,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))"
2007.1121V,ppts,2020-01-29,record_id,2007.1121V
2007.1121V,ppts,2020-01-29,date_opened,02/27/2009 12:00:00 AM +0000
2007.1121V,ppts,2020-01-29,status,Closed - Approved
2007.1121V,ppts,2020-01-29,date_closed,05/26/2009 12:00:00 AM +0000
2007.1121V,ppts,2020-01-29,address,"429 BEALE ST, SAN FRANCISCO, CA 94105"
2007.1121V,ppts,2020-01-29,record_type,Variance (VAR)
2007.1121V,ppts,2020-01-29,record_type_category,VAR
2007.1121V,ppts,2020-01-29,name,429 BEALE ST
2007.1121V,ppts,2020-01-29,description,"Demolition of existing structures, construction of a new 8 story 84 foot building with 113 dwelling units and 57 parking spaces"
2007.1121V,ppts,2020-01-29,parent,2007.1121
2015-011205ENV,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.403380089 37.782563287, -122.403196657 37.782708221, -122.40282094 37.782407379, -122.402813726 37.782413079, -122.402696487 37.782505711, -122.402574128 37.782602389, -122.402281813 37.782368325, -122.402350537 37.782314026, -122.402355919 37.782309773, -122.402161044 37.78215373, -122.402827849 37.781626874, -122.403215261 37.781936601, -122.402903916 37.782182603, -122.40300143 37.782260562, -122.403380089 37.782563287)))"
2015-011205ENV,ppts,2020-01-29,record_id,2015-011205ENV
2015-011205ENV,ppts,2020-01-29,date_opened,08/31/2015 12:00:00 AM +0000
2015-011205ENV,ppts,2020-01-29,status,Closed - CEQA Clearance Issued
2015-011205ENV,ppts,2020-01-29,date_closed,11/23/2015 12:00:00 AM +0000
2015-011205ENV,ppts,2020-01-29,address,320 CLEMENTINA ST 94103
2015-011205ENV,ppts,2020-01-29,record_type,Environmental (ENV)
2015-011205ENV,ppts,2020-01-29,record_type_category,ENV
2015-011205ENV,ppts,2020-01-29,name,320 & 330 Clementina Street
2015-011205ENV,ppts,2020-01-29,description,"The proposed project includes alterations to the two existing 13-story apartment towers. Alterations include new structural strengthening, including new spread footing and drilled pier foundations.  
New construction includes provision of new maintenance shed (416 sf) and new trash compactor enclosure (374 sf) along with associated concrete paving and shallow footings."
2015-011205ENV,ppts,2020-01-29,parent,2015-011205PRJ
2015-011205ENV,ppts,2020-01-29,planner_name,Debra Dwyer
2015-011205ENV,ppts,2020-01-29,planner_email,debra.dwyer@sfgov.org
2015-011205ENV,ppts,2020-01-29,planner_phone,415-575-9031
2017-001417GPR,ppts,2020-01-29,the_geom,"MULTIPOLYGON (((-122.420392255 37.765559672, -122.420495741 37.765553422, -122.420548187 37.766101109, -122.419919804 37.766139067, -122.419896549 37.76589619, -122.41989127 37.765841061, -122.419867363 37.765591378, -122.420074335 37.765578876, -122.420185282 37.765572174, -122.420392255 37.765559672)))"
2017-001417GPR,ppts,2020-01-29,record_id,2017-001417GPR
2017-001417GPR,ppts,2020-01-29,date_opened,02/02/2017 12:00:00 AM +0000
